Observation, Year, Month, Day, Date, Latitude, Longitude, Zonal Winds, Meridional Winds, Humidity, Air Temp, Sea Surface Temp
140357,97,8,27,970827,-5.02,-179.96,1.9,-1.6,.,28.6,29.48
140358,97,8,28,970828,-5.02,-179.97,-3.2,-0.5,.,28.8,29.77
140359,97,8,29,970829,-5.03,-179.96,-1.1,-2.6,.,28.64,29.77
140360,97,8,30,970830,-5.03,-179.97,1.9,1,.,28.25,29.83
140361,97,8,31,970831,-5.03,-179.96,1.3,2.8,.,27.97,29.76
140362,97,9,1,970901,-5.02,-179.96,-2.8,0,.,28.25,29.66
140363,97,9,2,970902,-5.02,-179.97,-3,-4.6,.,28.48,29.64
140364,97,9,3,970903,-5.03,-179.97,-2.9,-4.2,.,26.75,29.54
140365,97,9,4,970904,-5.03,-179.96,-1.7,-0.9,.,27.97,29.48
140366,97,9,5,970905,-5.03,-179.97,2.7,2.7,.,27.34,29.35
140367,97,9,6,970906,-5.02,-179.97,-3.9,2.9,.,28.13,29.27
140368,97,9,7,970907,-5.03,-179.97,1.7,0.4,.,27.34,29.48
140369,97,9,8,970908,-5.03,-179.97,-0.1,0.9,.,28.92,29.71
140370,97,9,9,970909,-5.03,-179.96,0.9,-0.6,.,28.84,29.99
140371,97,9,10,970910,-5.03,-179.96,1.4,-3.2,.,28.92,30.15
140372,97,9,11,970911,-5.03,-179.96,2.3,-3.5,.,29.27,29.94
140373,97,9,12,970912,-5.03,-179.96,-1.2,-4.9,.,29.35,29.98
140374,97,9,13,970913,-5.03,-179.96,-0.3,-4.7,.,29.43,29.96
140375,97,9,14,970914,-5.03,-179.96,-0.1,-4.3,.,29.35,29.98
140376,97,9,15,970915,-5.03,-179.96,-0.4,-3.7,.,29.39,30.1
140377,97,9,16,970916,-5.02,-179.96,-0.9,-0.6,.,29.31,30.12
140378,97,9,17,970917,-5.02,-179.96,-1.2,1.1,.,29.07,30.3
140379,97,9,18,970918,-5.03,-179.96,-2.3,1.4,.,29,30.26
140380,97,9,19,970919,-5.03,-179.96,-1.5,-1.1,.,28.44,30.24
140381,97,9,20,970920,-5.03,-179.96,-1.4,-1.8,.,28.88,30.26
140382,97,9,21,970921,-5.03,-179.95,1.8,-2.2,.,27.81,30.4
140383,97,9,22,970922,-5.03,-179.95,2.6,4.9,.,27.77,30.03
140384,97,9,23,970923,-5.02,-179.96,-4.9,0.2,.,28.84,29.91
140385,97,9,24,970924,-5.03,-179.96,-5.8,-2.1,.,29.43,29.95
140386,97,9,25,970925,-5.04,-179.96,-2.5,-0.9,.,29.23,30.13
140387,97,9,26,970926,-5.02,-179.97,-3.1,4,.,29,30.07
140388,97,9,27,970927,-5.02,-179.96,-6.2,5,.,28.84,29.86
140389,97,9,28,970928,-5.02,-179.96,-2.4,3.1,.,27.97,29.72
140390,97,9,29,970929,-5.02,-179.96,-1.9,1.6,.,27.53,29.73
140391,97,9,30,970930,-5.03,-179.96,-2.8,-0.2,.,28.44,29.69
140392,97,10,1,971001,-5.03,-179.95,-0.8,2.9,.,27.42,29.65
140393,97,10,2,971002,-5.02,-179.96,-4.8,4.4,.,28.13,29.6
140394,97,10,3,971003,-5.02,-179.96,-2.8,0.9,.,28.09,29.59
140395,97,10,4,971004,-5.02,-179.96,2.6,1.9,.,28.36,29.58
140396,97,10,5,971005,-5.03,-179.96,3.9,-0.4,.,29.04,29.85
140397,97,10,6,971006,-5.02,-179.95,4.1,0.8,.,28.32,29.77
140398,97,10,7,971007,-5.02,-179.95,7.6,1.2,.,27.02,29.61
140399,97,10,8,971008,-5.02,-179.95,4.2,0.6,.,28.25,29.58
140400,97,10,9,971009,-5.02,-179.96,3.7,-0.6,.,29.15,29.7
140401,97,10,10,971010,-5.02,-179.96,1.8,-0.3,.,28.64,29.78
140402,97,10,11,971011,-5.02,-179.96,1.8,0.2,.,29.35,30.12
140403,97,10,12,971012,-5.02,-179.97,2.4,-2.1,.,29.11,30.01
140404,97,10,13,971013,-5.02,-179.97,2.5,-1.5,.,28.92,29.84
140405,97,10,14,971014,-5.03,-179.96,2.2,1.6,.,28.8,29.82
140406,97,10,15,971015,-5.02,-179.96,0,2.6,.,29.19,29.93
140407,97,10,16,971016,-5.03,-179.96,-1.2,-0.3,.,28.84,30.29
140408,97,10,17,971017,-5.03,-179.96,3,-2.3,.,28.64,29.95
140409,97,10,18,971018,-5.02,-179.96,0,2.6,.,28.05,29.89
140410,97,10,19,971019,-5.02,-179.96,1.1,0.6,.,28.56,29.84
140411,97,10,20,971020,-5.02,-179.96,0.4,1.4,.,28.8,30.07
140412,97,10,21,971021,-5.02,-179.95,1.8,-0.1,.,27.85,29.86
140413,97,10,22,971022,-5.03,-179.96,5,-3.2,.,28.13,29.76
140414,97,10,23,971023,-5.01,-179.95,6.9,-0.9,.,28.05,29.7
140415,97,10,24,971024,-5.03,-179.95,4.4,0.5,.,29.07,29.69
140416,97,10,25,971025,-5.02,-179.96,3.4,-3.2,.,29.23,29.73
140417,97,10,26,971026,-5.03,-179.95,5.7,-2.5,.,28.84,29.8
140418,97,10,27,971027,-5.03,-179.96,6.5,-2.4,.,29.35,29.67
140419,97,10,28,971028,-5.03,-179.95,5.6,-0.9,.,29.43,29.74
140420,97,10,29,971029,-5.03,-179.96,4.1,-1.5,.,29.27,29.86
140421,97,10,30,971030,-5.03,-179.96,3.5,-2.6,.,29.23,29.87
140422,97,10,31,971031,-5.03,-179.96,3.7,-1.4,.,28.72,29.93
140423,97,11,1,971101,-5.01,-179.95,2,6.2,.,28.8,29.75
140424,97,11,2,971102,-5.02,-179.96,0.3,8.2,.,29.35,29.77
140425,97,11,3,971103,-5.02,-179.95,0.3,3.5,.,29.11,29.83
140426,97,11,4,971104,-5.03,-179.96,0.4,0.8,.,29,30.21
140427,97,11,5,971105,-5.03,-179.96,2.6,0.2,.,29.19,30.27
140428,97,11,6,971106,-5.02,-179.96,3.4,1.5,.,29.31,30.05
140429,97,11,7,971107,-5.02,-179.95,3.2,-0.1,.,28.25,30.01
140430,97,11,8,971108,-5.03,-179.96,1.6,1.7,.,28.13,29.85
140431,97,11,9,971109,-5.03,-179.96,-2.4,1,.,29.04,30.06
140432,97,11,10,971110,-5.02,-179.97,.,.,.,27.65,29.84
140433,97,11,11,971111,-5.03,-179.96,.,.,.,28.48,29.98
140434,97,11,12,971112,-5.03,-179.96,.,.,.,28.68,29.98
140435,97,11,13,971113,-5.02,-179.96,.,.,.,28.32,30.04
140436,97,11,14,971114,-5.02,-179.96,.,.,.,29.07,30.05
140437,97,11,15,971115,-5.03,-179.96,.,.,.,29,30
140438,97,11,16,971116,-5.03,-179.96,.,.,.,28.72,29.97
140439,97,11,17,971117,-5.02,-179.96,.,.,.,29.15,30.4
140440,97,11,18,971118,-5.02,-179.96,.,.,.,29.19,30.27
140441,97,11,19,971119,-5.02,-179.96,.,.,.,28.44,30.27
140442,97,11,20,971120,-5.02,-179.96,.,.,.,28.09,30.2
140443,97,11,21,971121,-5.02,-179.95,.,.,.,28.48,30.07
140444,97,11,22,971122,-5.02,-179.96,.,.,.,29.07,30.41
140445,97,11,23,971123,-5.02,-179.96,.,.,.,29.31,30.48
140446,97,11,24,971124,-5.03,-179.98,.,.,.,28.25,30.27
140447,97,11,25,971125,-5.02,-179.96,.,.,.,27.18,29.89
140448,97,11,26,971126,-5.02,-179.95,.,.,.,28.72,30.03
140449,97,11,27,971127,-5.02,-179.96,.,.,.,27.77,29.97
140450,97,11,28,971128,-5.02,-179.96,.,.,.,.,.
140451,97,11,29,971129,-5.02,-179.96,1,2.2,76.9,29.21,30.22
140452,97,11,30,971130,-5.02,-179.96,2,3.2,70.6,29.77,30.34
140453,97,12,1,971201,-5.02,-179.96,3.3,2.4,77.3,28.5,30.18
140454,97,12,2,971202,-5.02,-179.96,4.4,0.7,76.1,28.5,30.02
140455,97,12,3,971203,-5.02,-179.96,4,2.9,80.1,28.62,30.05
140456,97,12,4,971204,-5.02,-179.96,4.9,0.9,78.1,29.57,30.18
140457,97,12,5,971205,-5.03,-179.96,6.7,2.4,83.2,29.37,30.04
140458,97,12,6,971206,-5.02,-179.96,8.4,0.3,85.2,29.53,29.92
140459,97,12,7,971207,-5.04,-179.94,6.8,3.2,86.7,29.73,29.94
140460,97,12,8,971208,-5.02,-179.97,4.5,3.8,83.6,30.13,29.97
140461,97,12,9,971209,-5.02,-179.97,3.9,0.8,85.6,29.81,30.11
140462,97,12,10,971210,-5.03,-179.96,4.1,-2.9,84.4,29.89,30.24
140463,97,12,11,971211,-5.03,-179.96,4.2,-5.9,87.5,29.29,30.12
140464,97,12,12,971212,-5.03,-179.97,0.7,-3.5,84.8,29.57,30.12
140465,97,12,13,971213,-5.02,-179.96,-3.7,1.6,85.2,29.53,30.29
140466,97,12,14,971214,-5.02,-179.96,-5.1,0.2,84.8,29.85,30.28
140467,97,12,15,971215,-5.03,-179.96,-2.2,-1.6,88.7,28.74,30.27
140468,97,12,16,971216,-5.02,-179.98,-0.5,-1.5,84,29.41,30.38
140469,97,12,17,971217,-5.02,-179.96,2.9,0.8,90.7,27.75,30.29
140470,97,12,18,971218,-5.02,-179.96,3.8,1.7,82,29.49,30.19
140471,97,12,19,971219,-5.02,-179.96,5.2,1.4,89.1,28.38,30.08
140472,97,12,20,971220,-5.02,-179.96,1.7,4.5,87.5,29.09,29.87
140473,97,12,21,971221,-5.02,-179.96,-0.3,-0.3,84,29.17,29.86
140474,97,12,22,971222,-5.03,-179.95,3.7,-1.4,90.7,28.18,29.89
140475,97,12,23,971223,-5.03,-179.96,5.7,-5.2,88.3,28.94,29.72
140476,97,12,24,971224,-5.03,-179.96,6.8,-4.7,92.2,28.06,29.71
140477,97,12,25,971225,-5.03,-179.96,3.8,-5.5,85.9,29.21,29.72
140478,97,12,26,971226,-5.03,-179.96,2.1,-4.8,83.6,29.61,29.75
140479,97,12,27,971227,-5.03,-179.96,2.3,-5.9,82.8,29.49,29.58
140480,97,12,28,971228,-5.03,-179.96,3.1,-6,84,29.73,29.66
140481,97,12,29,971229,-5.03,-179.96,3.4,-5.6,85.2,29.69,29.69
140482,97,12,30,971230,-5.03,-179.96,3.5,-3.8,87.5,29.25,29.75
140483,97,12,31,971231,-5.03,-179.96,7.9,0,91,27.75,29.54
140484,98,1,1,980101,-5.03,-179.96,5.3,-4.1,87.9,28.42,29.54
140485,98,1,2,980102,-5.02,-179.96,4.2,-1.9,87.9,28.46,29.45
140486,98,1,3,980103,-5.03,-179.97,4.6,-5.8,80.8,29.57,29.45
140487,98,1,4,980104,-5.04,-179.96,4.4,-4.4,81.6,29.45,29.45
140488,98,1,5,980105,-5.03,-179.96,4.4,-3.6,83.6,29.53,29.55
140489,98,1,6,980106,-5.03,-179.96,0.1,-5.8,86.7,29.57,29.53
140490,98,1,7,980107,-5.03,-179.97,-1.6,-6.5,86.7,29.53,29.52
140491,98,1,8,980108,-5.04,-179.96,-1.6,-4.9,89.9,29.69,29.4
140492,98,1,9,980109,-5.03,-179.97,-1.9,-2.6,90.3,29.37,29.48
140493,98,1,10,980110,-5.03,-179.96,4.2,3,84.4,27.9,29.3
140494,98,1,11,980111,-5.03,-179.96,3.9,2.5,89.5,27.43,29.17
140495,98,1,12,980112,-5.03,-179.96,0.9,3.4,83.6,29.33,29.27
140496,98,1,13,980113,-5.02,-179.96,2.1,-1.4,84,29.37,29.7
140497,98,1,14,980114,-5.03,-179.96,3.7,-4.1,92.2,28.1,29.41
140498,98,1,15,980115,-5.03,-179.96,3.6,-3.5,90.3,28.1,29.3
140499,98,1,16,980116,-5.02,-179.95,2.1,-1.4,83.6,29.21,29.41
140500,98,1,17,980117,-5.02,-179.96,0,-2.9,84.8,29.33,29.71
140501,98,1,18,980118,-5.02,-179.96,-0.2,-3.9,85.2,29.49,29.61
140502,98,1,19,980119,-5.02,-179.96,1.9,-5,91.8,28.58,29.72
140503,98,1,20,980120,-5.01,-179.96,7,-3.5,92.2,28.02,29.49
140504,98,1,21,980121,-5.01,-179.96,7.3,-1.4,93.8,27.63,29.44
140505,98,1,22,980122,-5.02,-179.98,7.1,-4.2,94.2,27.51,29.38
140506,98,1,23,980123,-5.02,-179.96,8.2,-3.3,87.5,28.58,29.2
140507,98,1,24,980124,-5.02,-179.96,6.4,-2.2,87.5,29.09,29.11
140508,98,1,25,980125,-5.02,-179.96,6.6,-4.7,88.3,28.54,29.08
140509,98,1,26,980126,-5.03,-179.96,5.2,-6.7,84.4,29.45,29.04
140510,98,1,27,980127,-5.03,-179.96,4.9,-6.5,85.6,29.33,29.03
140511,98,1,28,980128,-5.03,-179.96,5.9,-6.2,85.2,29.21,29.04
140512,98,1,29,980129,-5.03,-179.97,5,-3,85.9,28.82,29.04
140513,98,1,30,980130,-5.03,-179.96,6.5,-3.7,89.1,28.78,29.01
140514,98,1,31,980131,-5.03,-179.97,7.3,-2.8,91.8,28.06,28.98
140515,98,2,1,980201,-5.03,-179.96,5.4,-3.3,93.8,27.55,28.89
140516,98,2,2,980202,-5.03,-179.98,4.2,-4.2,88.3,28.38,28.96
140517,98,2,3,980203,-5.03,-179.96,4.2,-2.1,93.8,27.43,28.85
140518,98,2,4,980204,-5.03,-179.95,4.5,-1.3,94.2,27.23,28.75
140519,98,2,5,980205,-5.03,-179.96,5.3,-0.2,93.4,27.71,28.68
140520,98,2,6,980206,-5.03,-179.97,3.4,-0.9,91.8,28.34,28.82
140521,98,2,7,980207,-5.03,-179.97,2.5,-0.2,96.9,26.64,28.67
140522,98,2,8,980208,-5.03,-179.95,-0.4,-2.3,93.8,27.47,28.47
140523,98,2,9,980209,-5.03,-179.99,-2.9,-2.2,89.9,28.9,28.94
140524,98,2,10,980210,-5.03,-179.97,-2.6,4.1,89.5,29.21,29.22
140525,98,2,11,980211,-5.02,-179.97,0.2,0.9,89.9,28.74,29.28
140526,98,2,12,980212,-5.03,-179.96,7,0.5,88.7,28.86,29.02
140527,98,2,13,980213,-5.03,-179.96,6.9,-1.7,92.2,.,29.07
140528,98,2,14,980214,-5.02,-179.96,4.3,-0.5,.,.,29
140529,98,2,15,980215,-5.03,-179.96,7.1,-1.7,.,.,28.99
140530,98,2,16,980216,-5.02,-179.96,4.2,-4.6,.,.,28.95
140531,98,2,17,980217,-5.02,-179.95,3.3,-3.8,.,.,29.06
140532,98,2,18,980218,-5.02,-179.96,4.2,-3.3,.,.,29.06
140533,98,2,19,980219,-5.02,-179.96,1,-3.9,.,.,28.82
140534,98,2,20,980220,-5.02,-179.96,1.7,-6.2,.,.,28.87
140535,98,2,21,980221,-5.02,-179.96,0.3,-4.6,.,.,28.99
140536,98,2,22,980222,-5.03,-179.95,1.3,-3.5,.,.,29.13
140537,98,2,23,980223,-5.03,-179.95,3.6,-2,.,.,29.25
140538,98,2,24,980224,-5.01,-179.96,3.5,2.3,.,.,29.49
140539,98,2,25,980225,-5.02,-179.95,7.5,1,.,.,29.09
140540,98,2,26,980226,-5.02,-179.96,6.8,0.2,.,.,29
140541,98,2,27,980227,-5.02,-179.95,6.6,-0.8,.,.,28.91
140542,98,2,28,980228,-5.03,-179.96,3.5,-2.4,.,.,29
140543,98,3,1,980301,-5.03,-179.96,-2,-5.8,.,.,28.9
140544,98,3,2,980302,-5.03,-179.96,1.4,-5.3,.,.,28.91
140545,98,3,3,980303,-5.03,-179.96,4.5,-6,.,.,28.95
140546,98,3,4,980304,-5.03,-179.95,3.5,-6.1,.,.,29.04
140547,98,3,5,980305,-5.03,-179.96,2.4,-5.5,.,.,29.05
140548,98,3,6,980306,-5.03,-179.96,4.1,-5.3,.,.,29.06
140549,98,3,7,980307,-5.03,-179.96,5.2,-4.7,.,.,29
140550,98,3,8,980308,-5.03,-179.96,3.9,-3.7,.,.,29.03
140551,98,3,9,980309,-5.03,-179.96,4.6,0.3,.,.,29.09
140552,98,3,10,980310,-5.03,-179.96,3.7,-2.5,.,.,29.24
140553,98,3,11,980311,-5.03,-179.96,4,-0.6,.,.,29.33
140554,98,3,12,980312,-5.03,-179.95,4.1,-2.5,.,.,29.26
140555,98,3,13,980313,-5.03,-179.96,3.1,-3.8,.,.,29.29
140556,98,3,14,980314,-5.03,-179.96,3.4,-2,.,.,29.35
140557,98,3,15,980315,-5.02,-179.96,4.5,-1.7,.,.,29.17
140558,98,3,16,980316,-5.02,-179.95,1.6,-3.2,.,.,29.13
140559,98,3,17,980317,-5.02,-179.96,3.5,2.2,.,.,29.03
140560,98,3,18,980318,-5.02,-179.96,3.8,1.9,.,.,29.28
140561,98,3,19,980319,-5.02,-179.96,4.2,3.4,.,.,29.27
140562,98,3,20,980320,-5.02,-179.96,5.6,3,.,.,29.26
140563,98,3,21,980321,-5.02,-179.95,7,1.5,.,.,29.01
140564,98,3,22,980322,-5.02,-179.96,3.1,-1.5,.,.,29.07
140565,98,3,23,980323,-5.01,-179.96,2.9,-0.2,.,.,28.79
140566,98,3,24,980324,-5.02,-179.95,3.9,-0.2,.,.,29.02
140567,98,3,25,980325,-5.02,-179.95,3.8,-1,.,.,29.13
140568,98,3,26,980326,-5.02,-179.96,-0.4,-5.3,.,.,29.17
140569,98,3,27,980327,-5.02,-179.96,2.6,-0.8,.,.,28.97
140570,98,3,28,980328,-5.03,-179.96,2.6,-4.1,.,.,29.12
140571,98,3,29,980329,-5.03,-179.95,4.4,-4.4,.,.,29.06
140572,98,3,30,980330,-5.02,-179.95,3.9,-1.2,.,.,29.05
140573,98,3,31,980331,-5.02,-179.96,3.6,1.7,.,.,29.44
140574,98,4,1,980401,-5.02,-179.96,5,4.3,.,.,29.19
140575,98,4,2,980402,-5.02,-179.96,3.4,-1.2,.,.,29.14
140576,98,4,3,980403,-5.03,-179.95,4.6,-5.6,.,.,29.1
140577,98,4,4,980404,-5.03,-179.95,.,.,.,.,29.03
140578,98,4,5,980405,-5.02,-179.95,.,.,.,.,29.07
140579,98,4,6,980406,-5.01,-179.95,.,.,.,.,29.26
140580,98,4,7,980407,-5.02,-179.95,.,.,.,.,29.1
140581,98,4,8,980408,-5.03,-179.96,.,.,.,.,29.14
140582,98,4,9,980409,-5.03,-179.96,.,.,.,.,29.4
140583,98,4,10,980410,-5.03,-179.95,.,.,.,.,29.14
140584,98,4,11,980411,-5.03,-179.95,.,.,.,.,29.17
140585,98,4,12,980412,-5.02,-179.95,.,.,.,.,29.53
140586,98,4,13,980413,-5.03,-179.95,.,.,.,.,29.27
140587,98,4,14,980414,-5.03,-179.95,.,.,.,.,29.31
140588,98,4,15,980415,-5.02,-179.95,.,.,.,.,28.94
140589,98,4,16,980416,-5.02,-179.95,.,.,.,.,28.98
140590,98,4,17,980417,-5.02,-179.96,.,.,.,.,29.29
140591,98,4,18,980418,-5.03,-179.96,.,.,.,.,29.42
140592,98,4,19,980419,-5.03,-179.96,.,.,.,.,29.48
140593,98,4,20,980420,-5.03,-179.96,.,.,.,.,29.51
140594,98,4,21,980421,-5.03,-179.96,.,.,.,.,29.46
140595,98,4,22,980422,-5.03,-179.96,.,.,.,.,29.41
140596,98,4,23,980423,-5.03,-179.96,.,.,.,.,29.45
140597,98,4,24,980424,-5.03,-179.95,.,.,.,.,29.62
140598,98,4,25,980425,-5.02,-179.95,.,.,.,.,29.59
140599,98,4,26,980426,-5.02,-179.96,.,.,.,.,29.42
140600,98,4,27,980427,-5.02,-179.96,.,.,.,.,29.61
140601,98,4,28,980428,-5.02,-179.95,.,.,.,.,29.75
140602,98,4,29,980429,-5.02,-179.95,.,.,.,.,29.5
140603,98,4,30,980430,-5.02,-179.96,.,.,.,.,29.59
140604,98,5,1,980501,-5.02,-179.95,.,.,.,.,29.88
140605,98,5,2,980502,-5.02,-179.96,.,.,.,.,29.93
140606,98,5,3,980503,-5.02,-179.95,.,.,.,.,29.8
140607,98,5,4,980504,-5.02,-179.96,.,.,.,.,29.68
140608,98,5,5,980505,-5.03,-179.96,.,.,.,.,29.59
140609,98,5,6,980506,-5.03,-179.95,.,.,.,.,29.55
140610,98,5,7,980507,-5.03,-179.95,.,.,.,.,29.46
140611,98,5,8,980508,-5.02,-179.95,.,.,.,.,29.51
140612,98,5,9,980509,-5.02,-179.96,.,.,.,.,29.52
140613,98,5,10,980510,-5.02,-179.96,.,.,.,.,29.54
140614,98,5,11,980511,-5.02,-179.96,.,.,.,.,29.53
140615,98,5,12,980512,-5.02,-179.96,.,.,.,.,29.51
140616,98,5,13,980513,-5.03,-179.95,.,.,.,.,29.58
140617,98,5,14,980514,-5.02,-179.96,.,.,.,.,29.57
140618,98,5,15,980515,-5.02,-179.97,.,.,.,.,29.53
140619,98,5,16,980516,-5.03,-179.96,.,.,.,.,29.58
140620,98,5,17,980517,-5.02,-179.96,.,.,.,.,29.55
140621,98,5,18,980518,-5.03,-179.97,.,.,.,.,29.45
140622,98,5,19,980519,-5.02,-179.95,.,.,.,.,29.42
140623,98,5,20,980520,-5.03,-179.96,.,.,.,.,29.42
140624,98,5,21,980521,-5.02,-179.95,.,.,.,.,28.94
140625,98,5,22,980522,-5.02,-179.96,.,.,.,.,29.33
140626,98,5,23,980523,-5.02,-179.96,.,.,.,.,29.34
140627,98,5,24,980524,-5.03,-179.96,.,.,.,.,29.26
140628,98,5,25,980525,-5.03,-179.95,.,.,.,.,29.45
140629,98,5,26,980526,-5.03,-179.97,.,.,.,.,29.44
140630,98,5,27,980527,-5.02,-179.96,.,.,.,.,29.35
140631,98,5,28,980528,-5.02,-179.96,.,.,.,.,29.44
140632,98,5,29,980529,-5.02,-179.96,.,.,.,.,29.25
140633,98,5,30,980530,-5.02,-179.96,.,.,.,.,29.26
140634,98,5,31,980531,-5.02,-179.96,-3.9,0,.,.,29.34
140635,98,6,1,980601,-5.02,-179.96,-2,0.8,.,.,29.57
140636,98,6,2,980602,-5.02,-179.96,-3.2,-0.3,.,.,29.61
140637,98,6,3,980603,-5.02,-179.96,-1.3,-1.3,.,.,29.58
140638,98,6,4,980604,-5.03,-179.96,-4.4,-3.2,.,.,29.59
140639,98,6,5,980605,-5.02,-179.96,-6.6,-3,.,.,29.47
140640,98,6,6,980606,-5.03,-179.96,-5.7,-2.6,.,.,29.46
140641,98,6,7,980607,-5.03,-179.97,-6.2,-0.4,.,.,29.48
140642,98,6,8,980608,-5.03,-179.97,-6.5,-0.8,.,.,29.5
140643,98,6,9,980609,-5.03,-179.96,-2.6,-4.5,.,.,29.5
140644,98,6,10,980610,-5.03,-179.96,0,-1.5,.,.,29.56
140645,98,6,11,980611,-5.03,-179.96,-4.6,0.9,.,.,29.65
140646,98,6,12,980612,-5.03,-179.97,-4.2,-0.6,.,.,29.51
140647,98,6,13,980613,-5.03,-179.96,-5.8,0.9,.,.,29.53
140648,98,6,14,980614,-5.03,-179.96,-3.6,1,.,.,29.62
140649,98,6,15,980615,-5.02,-179.97,-3.2,-0.5,.,.,29.53
140650,94,4,23,940423,-5,-95,-4.8,2.7,71.5,.,.
140651,94,4,24,940424,-4.99,-94.99,-5.1,3.1,83.4,27.12,26.69
140652,94,4,25,940425,-4.99,-95.01,-3.8,2.4,83.1,26.81,26.67
140653,94,4,26,940426,-4.99,-95.01,-4.1,4,81.4,26.96,26.77
140654,94,4,27,940427,-4.99,-95,-3.4,2.9,84.5,26.65,26.83
140655,94,4,28,940428,-4.99,-95.01,-3.5,4.1,85.7,26.14,26.9
140656,94,4,29,940429,-4.99,-95.01,-2.7,4.4,85.5,26.73,26.64
140657,94,4,30,940430,-4.99,-95,-2.7,4.5,80.9,26.69,26.36
140658,94,5,1,940501,-4.99,-95.01,-4.6,3,81.8,26.81,26.34
140659,94,5,2,940502,-4.99,-95.01,-4.2,4.2,81,26.69,26.11
140660,94,5,3,940503,-4.99,-95.01,-4.2,3,86.7,26.34,25.99
140661,94,5,4,940504,-4.99,-95.02,-3.6,-0.5,91.1,25.6,25.85
140662,94,5,5,940505,-4.99,-94.99,-3.1,-0.6,91.4,25.95,25.87
140663,94,5,6,940506,-4.99,-95,-4,0.2,91,25.99,25.86
140664,94,5,7,940507,-4.99,-95,-4,2.4,84.2,26.49,25.9
140665,94,5,8,940508,-4.99,-95,-4.2,2.7,85.7,26.34,25.92
140666,94,5,9,940509,-5,-95.02,-3.4,3,86.4,26.03,25.99
140667,94,5,10,940510,-5.01,-95.02,-4.5,2.3,87.7,26.03,25.92
140668,94,5,11,940511,-4.99,-95.02,-3.5,2.9,85.6,26.06,25.9
140669,94,5,12,940512,-4.99,-95.01,-3.9,3.7,81.5,26.53,25.95
140670,94,5,13,940513,-5,-95.01,-3.2,2.2,81.9,26.1,25.92
140671,94,5,14,940514,-5,-95,-4,1.7,80.8,26.3,25.88
140672,94,5,15,940515,-4.99,-95,-3,1.7,85.8,26.57,26.11
140673,94,5,16,940516,-4.99,-95.02,-4.1,3.4,85.9,26.42,25.98
140674,94,5,17,940517,-4.99,-95.01,-3.8,3.7,82.4,26.1,25.74
140675,94,5,18,940518,-4.99,-95.04,-5,2.3,76.8,26.14,25.58
140676,94,5,19,940519,-4.99,-95.01,-4.5,2.9,77,26.06,25.35
140677,94,5,20,940520,-5,-95,-5.1,2.5,76.7,25.75,25.19
140678,94,5,21,940521,-5,-95,-4.5,3.1,75.2,25.71,25.17
140679,94,5,22,940522,-5,-95.01,-4.8,3.1,78.1,25.87,25.25
140680,94,5,23,940523,-5,-95.01,-4.2,3.8,76.8,25.95,25.34
140681,94,5,24,940524,-4.99,-95.01,-4.6,3.3,78.5,25.67,25.3
140682,94,5,25,940525,-5,-95,-4.8,3.9,77.1,25.6,25.31
140683,94,5,26,940526,-4.97,-95.03,-5,2.8,71.3,25.52,25.62
140684,94,5,27,940527,-5,-95.01,-5.8,-1,79,25.67,25.88
140685,94,5,28,940528,-4.99,-95.02,-5.1,3,77,25.83,25.81
140686,94,5,29,940529,-4.99,-95,-3.6,2.8,79.2,25.64,25.08
140687,94,5,30,940530,-4.99,-95,-3.5,2.7,77.8,25.56,25.16
140688,94,5,31,940531,-4.99,-95.01,-5.5,1.8,83.2,25.32,25.71
140689,94,6,1,940601,-4.99,-95.01,-6.1,2.8,74,25.99,25.58
140690,94,6,2,940602,-4.99,-95.01,-5.6,2.6,74.9,25.67,25.59
140691,94,6,3,940603,-4.99,-95.01,-5.1,3.7,79.7,25.6,25.17
140692,94,6,4,940604,-5.01,-95,-6,3.6,82.6,25.21,24.99
140693,94,6,5,940605,-4.99,-95.01,-5.3,0.1,73.6,25.13,24.95
140694,94,6,6,940606,-4.99,-95,-4.9,0,77.5,.,.
140695,94,6,7,940607,-4.99,-95,-4,3.4,82.7,24.82,24.92
140696,94,6,8,940608,-4.98,-95,-4.7,4.3,78.7,24.97,24.89
140697,94,6,9,940609,-4.99,-95.01,-4.8,1.4,82.1,24.97,24.83
140698,94,6,10,940610,-4.99,-95.01,-5,0.4,87,24.66,24.48
140699,94,6,11,940611,-4.99,-95.02,-4.7,2,83.7,24.51,24.39
140700,94,6,12,940612,-4.99,-95.01,-3.8,2.7,82.5,24.66,24.41
140701,94,6,13,940613,-4.99,-95.01,-4.3,2.9,89.4,23.96,24.32
140702,94,6,14,940614,-4.99,-95.01,-5.1,3,79.6,24.31,24.18
140703,94,6,15,940615,-4.99,-95.01,-5.2,4.1,82.8,24.39,24.16
140704,94,6,16,940616,-4.99,-95.01,-6.4,3,82.4,24.08,23.99
140705,94,6,17,940617,-5,-95.01,-5.1,3.2,83.5,23.57,23.33
140706,94,6,18,940618,-4.99,-95.01,-4.5,1.8,82.6,23.65,23.22
140707,94,6,19,940619,-5,-95.01,-5.6,2,84.6,23.53,23.17
140708,94,6,20,940620,-5,-95.03,-6,3.3,82.2,23.49,23.21
140709,94,6,21,940621,-4.99,-95.01,-5.4,2.9,80.8,23.57,23.25
140710,94,6,22,940622,-4.99,-95.01,-5,2.9,78.7,23.65,23.31
